fecha,anio_mes,anio_hecho,mes_num,nombre_municipio,estrato,sexo_victima,sexo_agresor,casos
2017-09-20,2017-09,2017,9,Medellin,Sin Dato,F,M,29
2017-09-20,2017-09,2017,9,Medellin,Sin Dato,M,F,3
2017-09-21,2017-09,2017,9,Medellin,Sin Dato,F,F,12
2017-09-21,2017-09,2017,9,Medellin,Sin Dato,F,M,26
2017-09-21,2017-09,2017,9,Medellin,Sin Dato,F,SD,4
2017-09-21,2017-09,2017,9,Medellin,Sin Dato,M,F,2
2017-09-21,2017-09,2017,9,Medellin,Sin Dato,M,M,5
2017-09-22,2017-09,2017,9,Medellin,Sin Dato,F,F,8
2017-09-22,2017-09,2017,9,Medellin,Sin Dato,F,M,19
2017-09-22,2017-09,2017,9,Medellin,Sin Dato,F,SD,2
2017-09-22,2017-09,2017,9,Medellin,Sin Dato,M,M,1
2017-09-23,2017-09,2017,9,Medellin,Sin Dato,F,F,12
2017-09-23,2017-09,2017,9,Medellin,Sin Dato,F,M,44
2017-09-23,2017-09,2017,9,Medellin,Sin Dato,F,SD,2
2017-09-23,2017-09,2017,9,Medellin,Sin Dato,M,M,12
2017-09-24,2017-09,2017,9,Medellin,Sin Dato,F,F,3
2017-09-24,2017-09,2017,9,Medellin,Sin Dato,F,M,30
2017-09-24,2017-09,2017,9,Medellin,Sin Dato,F,SD,4
2017-09-24,2017-09,2017,9,Medellin,Sin Dato,M,F,1
2017-09-25,2017-09,2017,9,Medellin,Sin Dato,F,F,6
2017-09-25,2017-09,2017,9,Medellin,Sin Dato,F,M,52
2017-09-25,2017-09,2017,9,Medellin,Sin Dato,M,F,1
2017-09-25,2017-09,2017,9,Medellin,Sin Dato,M,M,3
2017-09-26,2017-09,2017,9,Medellin,Sin Dato,F,F,3
2017-09-26,2017-09,2017,9,Medellin,Sin Dato,F,M,16
2017-09-26,2017-09,2017,9,Medellin,Sin Dato,F,SD,3
2017-09-26,2017-09,2017,9,Medellin,Sin Dato,M,SD,1
2017-09-27,2017-09,2017,9,Medellin,Sin Dato,F,F,13
2017-09-27,2017-09,2017,9,Medellin,Sin Dato,F,M,24
2017-09-27,2017-09,2017,9,Medellin,Sin Dato,M,M,6
2017-09-27,2017-09,2017,9,Medellin,Sin Dato,M,SD,3
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,F,F,21
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,F,M,27
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,F,SD,5
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,M,F,8
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,M,M,2
2017-09-28,2017-09,2017,9,Medellin,Sin Dato,M,SD,4
2017-09-29,2017-09,2017,9,Medellin,Sin Dato,F,F,9
2017-09-29,2017-09,2017,9,Medellin,Sin Dato,F,M,13
2017-09-29,2017-09,2017,9,Medellin,Sin Dato,F,SD,2
2017-09-29,2017-09,2017,9,Medellin,Sin Dato,M,F,12
2017-09-29,2017-09,2017,9,Medellin,Sin Dato,M,M,4
2017-09-30,2017-09,2017,9,Medellin,Sin Dato,F,F,12
2017-09-30,2017-09,2017,9,Medellin,Sin Dato,F,M,43
2017-09-30,2017-09,2017,9,Medellin,Sin Dato,F,SD,3
2017-09-30,2017-09,2017,9,Medellin,Sin Dato,M,F,9
2017-09-30,2017-09,2017,9,Medellin,Sin Dato,M,M,6
2017-10-01,2017-10,2017,10,Medellin,Sin Dato,F,F,6
2017-10-01,2017-10,2017,10,Medellin,Sin Dato,F,M,48
2017-10-01,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-10-01,2017-10,2017,10,Medellin,Sin Dato,M,M,5
2017-10-02,2017-10,2017,10,Medellin,Sin Dato,F,F,4
2017-10-02,2017-10,2017,10,Medellin,Sin Dato,F,M,32
2017-10-02,2017-10,2017,10,Medellin,Sin Dato,M,F,7
2017-10-02,2017-10,2017,10,Medellin,Sin Dato,M,M,12
2017-10-03,2017-10,2017,10,Medellin,Sin Dato,F,F,16
2017-10-03,2017-10,2017,10,Medellin,Sin Dato,F,M,39
2017-10-03,2017-10,2017,10,Medellin,Sin Dato,M,F,4
2017-10-04,2017-10,2017,10,Medellin,Sin Dato,F,F,4
2017-10-04,2017-10,2017,10,Medellin,Sin Dato,F,M,24
2017-10-04,2017-10,2017,10,Medellin,Sin Dato,M,M,11
2017-10-05,2017-10,2017,10,Medellin,Sin Dato,F,F,13
2017-10-05,2017-10,2017,10,Medellin,Sin Dato,F,M,32
2017-10-05,2017-10,2017,10,Medellin,Sin Dato,M,F,6
2017-10-05,2017-10,2017,10,Medellin,Sin Dato,M,M,16
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,F,F,8
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,F,M,35
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,F,SD,1
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,M,F,5
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,M,M,9
2017-10-06,2017-10,2017,10,Medellin,Sin Dato,M,SD,1
2017-10-07,2017-10,2017,10,Medellin,Sin Dato,F,F,4
2017-10-07,2017-10,2017,10,Medellin,Sin Dato,F,M,34
2017-10-07,2017-10,2017,10,Medellin,Sin Dato,F,SD,4
2017-10-07,2017-10,2017,10,Medellin,Sin Dato,M,F,3
2017-10-07,2017-10,2017,10,Medellin,Sin Dato,M,M,3
2017-10-08,2017-10,2017,10,Medellin,Sin Dato,F,M,26
2017-10-08,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-10-08,2017-10,2017,10,Medellin,Sin Dato,M,M,4
2017-10-09,2017-10,2017,10,Medellin,Sin Dato,F,F,23
2017-10-09,2017-10,2017,10,Medellin,Sin Dato,F,M,56
2017-10-09,2017-10,2017,10,Medellin,Sin Dato,M,M,5
2017-10-10,2017-10,2017,10,Medellin,Sin Dato,F,F,2
2017-10-10,2017-10,2017,10,Medellin,Sin Dato,F,M,24
2017-10-10,2017-10,2017,10,Medellin,Sin Dato,M,F,7
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,F,F,2
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,F,M,6
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,F,SD,1
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,M,F,6
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,M,M,7
2017-10-11,2017-10,2017,10,Medellin,Sin Dato,M,SD,3
2017-10-12,2017-10,2017,10,Medellin,Sin Dato,F,F,6
2017-10-12,2017-10,2017,10,Medellin,Sin Dato,F,M,52
2017-10-12,2017-10,2017,10,Medellin,Sin Dato,F,SD,1
2017-10-12,2017-10,2017,10,Medellin,Sin Dato,M,F,5
2017-10-12,2017-10,2017,10,Medellin,Sin Dato,M,M,14
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,F,F,8
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,F,M,81
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,F,SD,8
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,M,F,10
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,M,M,13
2017-10-13,2017-10,2017,10,Medellin,Sin Dato,M,SD,1
2017-10-14,2017-10,2017,10,Medellin,Sin Dato,F,F,8
2017-10-14,2017-10,2017,10,Medellin,Sin Dato,F,M,14
2017-10-14,2017-10,2017,10,Medellin,Sin Dato,M,M,3
2017-10-15,2017-10,2017,10,Medellin,Sin Dato,F,F,1
2017-10-15,2017-10,2017,10,Medellin,Sin Dato,F,M,12
2017-10-16,2017-10,2017,10,Medellin,Sin Dato,F,F,8
2017-10-16,2017-10,2017,10,Medellin,Sin Dato,F,M,4
2017-10-17,2017-10,2017,10,Medellin,Sin Dato,F,M,17
2017-10-17,2017-10,2017,10,Medellin,Sin Dato,M,M,8
2017-10-18,2017-10,2017,10,Medellin,Sin Dato,F,F,5
2017-10-18,2017-10,2017,10,Medellin,Sin Dato,F,M,38
2017-10-18,2017-10,2017,10,Medellin,Sin Dato,F,SD,6
2017-10-18,2017-10,2017,10,Medellin,Sin Dato,M,M,6
2017-10-18,2017-10,2017,10,Medellin,Sin Dato,M,SD,5
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,F,F,3
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,F,M,30
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,F,SD,11
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,M,F,7
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,M,M,6
2017-10-19,2017-10,2017,10,Medellin,Sin Dato,M,SD,1
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,F,F,9
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,F,M,81
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,F,SD,5
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,M,F,4
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,M,M,17
2017-10-20,2017-10,2017,10,Medellin,Sin Dato,M,SD,2
2017-10-21,2017-10,2017,10,Medellin,Sin Dato,F,F,7
2017-10-21,2017-10,2017,10,Medellin,Sin Dato,F,M,32
2017-10-21,2017-10,2017,10,Medellin,Sin Dato,M,M,1
2017-10-22,2017-10,2017,10,Medellin,Sin Dato,F,M,35
2017-10-22,2017-10,2017,10,Medellin,Sin Dato,M,M,7
2017-10-23,2017-10,2017,10,Medellin,Sin Dato,F,F,16
2017-10-23,2017-10,2017,10,Medellin,Sin Dato,F,M,54
2017-10-23,2017-10,2017,10,Medellin,Sin Dato,F,SD,3
2017-10-23,2017-10,2017,10,Medellin,Sin Dato,M,F,6
2017-10-23,2017-10,2017,10,Medellin,Sin Dato,M,M,5
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,F,F,16
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,F,M,33
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,F,SD,2
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,M,M,10
2017-10-24,2017-10,2017,10,Medellin,Sin Dato,M,SD,3
2017-10-25,2017-10,2017,10,Medellin,Sin Dato,F,F,10
2017-10-25,2017-10,2017,10,Medellin,Sin Dato,F,M,21
2017-10-25,2017-10,2017,10,Medellin,Sin Dato,M,F,5
2017-10-26,2017-10,2017,10,Medellin,Sin Dato,F,F,3
2017-10-26,2017-10,2017,10,Medellin,Sin Dato,F,M,44
2017-10-26,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-10-27,2017-10,2017,10,Medellin,Sin Dato,F,F,8
2017-10-27,2017-10,2017,10,Medellin,Sin Dato,F,M,35
2017-10-27,2017-10,2017,10,Medellin,Sin Dato,M,F,1
2017-10-27,2017-10,2017,10,Medellin,Sin Dato,M,M,10
2017-10-28,2017-10,2017,10,Medellin,Sin Dato,F,F,6
2017-10-28,2017-10,2017,10,Medellin,Sin Dato,F,M,48
2017-10-28,2017-10,2017,10,Medellin,Sin Dato,M,F,10
2017-10-28,2017-10,2017,10,Medellin,Sin Dato,M,M,15
2017-10-28,2017-10,2017,10,Medellin,Sin Dato,M,SD,2
2017-10-29,2017-10,2017,10,Medellin,Sin Dato,F,M,17
2017-10-29,2017-10,2017,10,Medellin,Sin Dato,F,SD,1
2017-10-29,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-10-29,2017-10,2017,10,Medellin,Sin Dato,M,M,4
2017-10-30,2017-10,2017,10,Medellin,Sin Dato,F,F,9
2017-10-30,2017-10,2017,10,Medellin,Sin Dato,F,M,51
2017-10-30,2017-10,2017,10,Medellin,Sin Dato,M,F,14
2017-10-30,2017-10,2017,10,Medellin,Sin Dato,M,M,4
2017-10-31,2017-10,2017,10,Medellin,Sin Dato,F,F,4
2017-10-31,2017-10,2017,10,Medellin,Sin Dato,F,M,15
2017-10-31,2017-10,2017,10,Medellin,Sin Dato,M,F,2
2017-11-01,2017-11,2017,11,Medellin,Sin Dato,F,F,12
2017-11-01,2017-11,2017,11,Medellin,Sin Dato,F,M,15
2017-11-01,2017-11,2017,11,Medellin,Sin Dato,M,F,6
2017-11-01,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-02,2017-11,2017,11,Medellin,Sin Dato,F,F,2
2017-11-02,2017-11,2017,11,Medellin,Sin Dato,F,M,21
2017-11-03,2017-11,2017,11,Medellin,Sin Dato,F,F,2
2017-11-03,2017-11,2017,11,Medellin,Sin Dato,F,M,31
2017-11-03,2017-11,2017,11,Medellin,Sin Dato,F,SD,2
2017-11-03,2017-11,2017,11,Medellin,Sin Dato,M,F,6
2017-11-03,2017-11,2017,11,Medellin,Sin Dato,M,M,16
2017-11-04,2017-11,2017,11,Medellin,Sin Dato,F,F,2
2017-11-04,2017-11,2017,11,Medellin,Sin Dato,F,M,13
2017-11-04,2017-11,2017,11,Medellin,Sin Dato,F,SD,3
2017-11-04,2017-11,2017,11,Medellin,Sin Dato,M,F,3
2017-11-04,2017-11,2017,11,Medellin,Sin Dato,M,M,7
2017-11-05,2017-11,2017,11,Medellin,Sin Dato,F,M,10
2017-11-05,2017-11,2017,11,Medellin,Sin Dato,M,M,2
2017-11-05,2017-11,2017,11,Medellin,Sin Dato,M,SD,2
2017-11-06,2017-11,2017,11,Medellin,Sin Dato,F,F,5
2017-11-06,2017-11,2017,11,Medellin,Sin Dato,F,M,8
2017-11-06,2017-11,2017,11,Medellin,Sin Dato,F,SD,1
2017-11-06,2017-11,2017,11,Medellin,Sin Dato,M,F,3
2017-11-06,2017-11,2017,11,Medellin,Sin Dato,M,M,2
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,F,F,6
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,F,M,38
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,F,SD,1
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,M,F,9
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-07,2017-11,2017,11,Medellin,Sin Dato,M,SD,4
2017-11-08,2017-11,2017,11,Medellin,Sin Dato,F,F,3
2017-11-08,2017-11,2017,11,Medellin,Sin Dato,F,M,21
2017-11-08,2017-11,2017,11,Medellin,Sin Dato,M,F,8
2017-11-08,2017-11,2017,11,Medellin,Sin Dato,M,M,7
2017-11-09,2017-11,2017,11,Medellin,Sin Dato,F,F,1
2017-11-09,2017-11,2017,11,Medellin,Sin Dato,F,M,24
2017-11-09,2017-11,2017,11,Medellin,Sin Dato,M,F,2
2017-11-09,2017-11,2017,11,Medellin,Sin Dato,M,M,8
2017-11-10,2017-11,2017,11,Medellin,Sin Dato,F,M,36
2017-11-10,2017-11,2017,11,Medellin,Sin Dato,F,SD,5
2017-11-10,2017-11,2017,11,Medellin,Sin Dato,M,F,1
2017-11-10,2017-11,2017,11,Medellin,Sin Dato,M,M,5
2017-11-10,2017-11,2017,11,Medellin,Sin Dato,M,SD,1
2017-11-11,2017-11,2017,11,Medellin,Sin Dato,F,F,1
2017-11-11,2017-11,2017,11,Medellin,Sin Dato,F,M,4
2017-11-11,2017-11,2017,11,Medellin,Sin Dato,M,F,2
2017-11-12,2017-11,2017,11,Medellin,Sin Dato,F,F,6
2017-11-12,2017-11,2017,11,Medellin,Sin Dato,F,M,15
2017-11-12,2017-11,2017,11,Medellin,Sin Dato,M,F,1
2017-11-12,2017-11,2017,11,Medellin,Sin Dato,M,M,5
2017-11-13,2017-11,2017,11,Medellin,Sin Dato,F,F,1
2017-11-13,2017-11,2017,11,Medellin,Sin Dato,F,M,2
2017-11-14,2017-11,2017,11,Medellin,Sin Dato,F,F,7
2017-11-14,2017-11,2017,11,Medellin,Sin Dato,F,M,20
2017-11-14,2017-11,2017,11,Medellin,Sin Dato,M,F,6
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,F,F,1
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,F,M,24
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,F,SD,2
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,M,F,5
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,M,M,7
2017-11-15,2017-11,2017,11,Medellin,Sin Dato,M,SD,3
2017-11-16,2017-11,2017,11,Medellin,Sin Dato,F,F,7
2017-11-16,2017-11,2017,11,Medellin,Sin Dato,F,M,17
2017-11-16,2017-11,2017,11,Medellin,Sin Dato,M,F,5
2017-11-16,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-16,2017-11,2017,11,Medellin,Sin Dato,M,SD,4
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,F,F,5
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,F,M,27
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,F,SD,3
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,M,F,13
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,M,M,5
2017-11-17,2017-11,2017,11,Medellin,Sin Dato,M,SD,11
2017-11-18,2017-11,2017,11,Medellin,Sin Dato,F,F,8
2017-11-18,2017-11,2017,11,Medellin,Sin Dato,F,M,23
2017-11-18,2017-11,2017,11,Medellin,Sin Dato,M,F,5
2017-11-18,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-18,2017-11,2017,11,Medellin,Sin Dato,M,SD,2
2017-11-19,2017-11,2017,11,Medellin,Sin Dato,F,F,5
2017-11-19,2017-11,2017,11,Medellin,Sin Dato,F,M,49
2017-11-19,2017-11,2017,11,Medellin,Sin Dato,M,F,1
2017-11-19,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-20,2017-11,2017,11,Medellin,Sin Dato,F,F,5
2017-11-20,2017-11,2017,11,Medellin,Sin Dato,F,M,42
2017-11-20,2017-11,2017,11,Medellin,Sin Dato,M,M,6
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,F,F,4
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,F,M,45
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,F,SD,1
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,M,F,8
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,M,M,16
2017-11-21,2017-11,2017,11,Medellin,Sin Dato,M,SD,3
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,F,F,7
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,F,M,26
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,F,SD,1
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,M,F,7
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,M,M,3
2017-11-22,2017-11,2017,11,Medellin,Sin Dato,M,SD,6
2017-11-23,2017-11,2017,11,Medellin,Sin Dato,F,F,9
2017-11-23,2017-11,2017,11,Medellin,Sin Dato,F,M,20
2017-11-23,2017-11,2017,11,Medellin,Sin Dato,M,F,7
2017-11-23,2017-11,2017,11,Medellin,Sin Dato,M,M,8
2017-11-24,2017-11,2017,11,Medellin,Sin Dato,F,M,18
2017-11-24,2017-11,2017,11,Medellin,Sin Dato,F,SD,3
2017-11-24,2017-11,2017,11,Medellin,Sin Dato,M,M,1
2017-11-24,2017-11,2017,11,Medellin,Sin Dato,M,SD,1
2017-11-25,2017-11,2017,11,Medellin,Sin Dato,F,F,4
2017-11-25,2017-11,2017,11,Medellin,Sin Dato,F,M,86
2017-11-25,2017-11,2017,11,Medellin,Sin Dato,F,SD,2
2017-11-25,2017-11,2017,11,Medellin,Sin Dato,M,F,10
2017-11-25,2017-11,2017,11,Medellin,Sin Dato,M,M,6
2017-11-26,2017-11,2017,11,Medellin,Sin Dato,F,F,1
2017-11-26,2017-11,2017,11,Medellin,Sin Dato,F,M,18
2017-11-26,2017-11,2017,11,Medellin,Sin Dato,M,F,1
2017-11-26,2017-11,2017,11,Medellin,Sin Dato,M,M,5
2017-11-26,2017-11,2017,11,Medellin,Sin Dato,M,SD,4
2017-11-27,2017-11,2017,11,Medellin,Sin Dato,F,F,8
2017-11-27,2017-11,2017,11,Medellin,Sin Dato,F,M,59
2017-11-27,2017-11,2017,11,Medellin,Sin Dato,F,SD,1
2017-11-27,2017-11,2017,11,Medellin,Sin Dato,M,F,7
2017-11-27,2017-11,2017,11,Medellin,Sin Dato,M,M,10
2017-11-28,2017-11,2017,11,Medellin,Sin Dato,F,F,10
2017-11-28,2017-11,2017,11,Medellin,Sin Dato,F,M,28
2017-11-28,2017-11,2017,11,Medellin,Sin Dato,F,SD,10
2017-11-28,2017-11,2017,11,Medellin,Sin Dato,M,M,8
2017-11-28,2017-11,2017,11,Medellin,Sin Dato,M,SD,4
2017-11-29,2017-11,2017,11,Medellin,Sin Dato,F,F,3
2017-11-29,2017-11,2017,11,Medellin,Sin Dato,F,M,7
2017-11-29,2017-11,2017,11,Medellin,Sin Dato,F,SD,4
2017-11-30,2017-11,2017,11,Medellin,Sin Dato,F,F,7
2017-11-30,2017-11,2017,11,Medellin,Sin Dato,F,M,15
2017-11-30,2017-11,2017,11,Medellin,Sin Dato,M,M,2
2017-11-30,2017-11,2017,11,Medellin,Sin Dato,M,SD,1
2017-12-01,2017-12,2017,12,Medellin,Sin Dato,F,F,4
2017-12-01,2017-12,2017,12,Medellin,Sin Dato,F,M,42
2017-12-01,2017-12,2017,12,Medellin,Sin Dato,F,SD,1
2017-12-01,2017-12,2017,12,Medellin,Sin Dato,M,M,5
2017-12-01,2017-12,2017,12,Medellin,Sin Dato,M,SD,3
2017-12-02,2017-12,2017,12,Medellin,Sin Dato,F,F,13
2017-12-02,2017-12,2017,12,Medellin,Sin Dato,F,M,20
2017-12-02,2017-12,2017,12,Medellin,Sin Dato,M,M,8
2017-12-03,2017-12,2017,12,Medellin,Sin Dato,F,M,21
2017-12-03,2017-12,2017,12,Medellin,Sin Dato,F,SD,3
2017-12-04,2017-12,2017,12,Medellin,Sin Dato,F,F,14
2017-12-04,2017-12,2017,12,Medellin,Sin Dato,F,M,31
2017-12-04,2017-12,2017,12,Medellin,Sin Dato,F,SD,7
2017-12-04,2017-12,2017,12,Medellin,Sin Dato,M,F,12
2017-12-04,2017-12,2017,12,Medellin,Sin Dato,M,M,17
2017-12-05,2017-12,2017,12,Medellin,Sin Dato,F,F,7
2017-12-05,2017-12,2017,12,Medellin,Sin Dato,F,M,17
2017-12-05,2017-12,2017,12,Medellin,Sin Dato,M,M,4
2017-12-06,2017-12,2017,12,Medellin,Sin Dato,F,F,1
2017-12-06,2017-12,2017,12,Medellin,Sin Dato,F,M,12
2017-12-06,2017-12,2017,12,Medellin,Sin Dato,F,SD,9
2017-12-06,2017-12,2017,12,Medellin,Sin Dato,M,F,1
2017-12-06,2017-12,2017,12,Medellin,Sin Dato,M,M,5
2017-12-07,2017-12,2017,12,Medellin,Sin Dato,F,M,21
2017-12-07,2017-12,2017,12,Medellin,Sin Dato,M,F,3
2017-12-07,2017-12,2017,12,Medellin,Sin Dato,M,M,5
2017-12-08,2017-12,2017,12,Medellin,Sin Dato,F,M,15
2017-12-08,2017-12,2017,12,Medellin,Sin Dato,M,M,3
2017-12-09,2017-12,2017,12,Medellin,Sin Dato,F,M,30
2017-12-09,2017-12,2017,12,Medellin,Sin Dato,M,F,5
2017-12-09,2017-12,2017,12,Medellin,Sin Dato,M,M,5
2017-12-10,2017-12,2017,12,Medellin,Sin Dato,F,F,5
2017-12-10,2017-12,2017,12,Medellin,Sin Dato,F,M,30
2017-12-10,2017-12,2017,12,Medellin,Sin Dato,F,SD,4
2017-12-10,2017-12,2017,12,Medellin,Sin Dato,M,F,1
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,F,F,6
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,F,M,56
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,F,SD,1
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,M,F,1
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,M,M,1
2017-12-11,2017-12,2017,12,Medellin,Sin Dato,M,SD,2
2017-12-12,2017-12,2017,12,Medellin,Sin Dato,F,F,10
2017-12-12,2017-12,2017,12,Medellin,Sin Dato,F,M,35
2017-12-12,2017-12,2017,12,Medellin,Sin Dato,M,F,1
2017-12-12,2017-12,2017,12,Medellin,Sin Dato,M,SD,5
2017-12-13,2017-12,2017,12,Medellin,Sin Dato,F,F,7
2017-12-13,2017-12,2017,12,Medellin,Sin Dato,F,M,29
2017-12-13,2017-12,2017,12,Medellin,Sin Dato,F,SD,2
2017-12-13,2017-12,2017,12,Medellin,Sin Dato,M,F,8
2017-12-13,2017-12,2017,12,Medellin,Sin Dato,M,M,6
2017-12-14,2017-12,2017,12,Medellin,Sin Dato,F,F,4
2017-12-14,2017-12,2017,12,Medellin,Sin Dato,F,M,31
2017-12-14,2017-12,2017,12,Medellin,Sin Dato,M,F,1
2017-12-14,2017-12,2017,12,Medellin,Sin Dato,M,M,2
2017-12-15,2017-12,2017,12,Medellin,Sin Dato,F,F,1
2017-12-15,2017-12,2017,12,Medellin,Sin Dato,F,M,16
2017-12-15,2017-12,2017,12,Medellin,Sin Dato,F,SD,3
2017-12-15,2017-12,2017,12,Medellin,Sin Dato,M,F,7
2017-12-15,2017-12,2017,12,Medellin,Sin Dato,M,M,21
2017-12-16,2017-12,2017,12,Medellin,Sin Dato,F,F,7
2017-12-16,2017-12,2017,12,Medellin,Sin Dato,F,M,23
2017-12-16,2017-12,2017,12,Medellin,Sin Dato,M,F,2
2017-12-16,2017-12,2017,12,Medellin,Sin Dato,M,M,5
2017-12-17,2017-12,2017,12,Medellin,Sin Dato,F,F,3
2017-12-17,2017-12,2017,12,Medellin,Sin Dato,F,M,17
2017-12-17,2017-12,2017,12,Medellin,Sin Dato,M,F,3
2017-12-17,2017-12,2017,12,Medellin,Sin Dato,M,M,1
2017-12-18,2017-12,2017,12,Medellin,Sin Dato,F,F,11
2017-12-18,2017-12,2017,12,Medellin,Sin Dato,F,M,49
2017-12-18,2017-12,2017,12,Medellin,Sin Dato,F,SD,2
2017-12-18,2017-12,2017,12,Medellin,Sin Dato,M,F,2
2017-12-18,2017-12,2017,12,Medellin,Sin Dato,M,M,14
2017-12-19,2017-12,2017,12,Medellin,Sin Dato,F,F,9
2017-12-19,2017-12,2017,12,Medellin,Sin Dato,F,M,14
2017-12-19,2017-12,2017,12,Medellin,Sin Dato,F,SD,9
2017-12-19,2017-12,2017,12,Medellin,Sin Dato,M,F,6
2017-12-19,2017-12,2017,12,Medellin,Sin Dato,M,M,4
2017-12-20,2017-12,2017,12,Medellin,Sin Dato,F,F,3
2017-12-20,2017-12,2017,12,Medellin,Sin Dato,F,M,23
2017-12-20,2017-12,2017,12,Medellin,Sin Dato,F,SD,4
2017-12-20,2017-12,2017,12,Medellin,Sin Dato,M,M,8
2017-12-21,2017-12,2017,12,Medellin,Sin Dato,F,M,21
2017-12-21,2017-12,2017,12,Medellin,Sin Dato,M,F,6
2017-12-21,2017-12,2017,12,Medellin,Sin Dato,M,M,3
2017-12-22,2017-12,2017,12,Medellin,Sin Dato,F,F,10
2017-12-22,2017-12,2017,12,Medellin,Sin Dato,F,M,79
2017-12-22,2017-12,2017,12,Medellin,Sin Dato,F,SD,6
2017-12-22,2017-12,2017,12,Medellin,Sin Dato,M,F,3
2017-12-22,2017-12,2017,12,Medellin,Sin Dato,M,M,7
2017-12-23,2017-12,2017,12,Medellin,Sin Dato,F,M,13
2017-12-23,2017-12,2017,12,Medellin,Sin Dato,M,M,3
2017-12-24,2017-12,2017,12,Medellin,Sin Dato,F,F,6
2017-12-24,2017-12,2017,12,Medellin,Sin Dato,F,M,16
2017-12-24,2017-12,2017,12,Medellin,Sin Dato,M,F,2
2017-12-24,2017-12,2017,12,Medellin,Sin Dato,M,M,1
